,compound,create_date,negative,neutral,news_media,positive,tweets_ago
54,0.6369,2018-04-09 12:45:10+00:00,0.0,0.704,CNN,0.296,-54
55,-0.0258,2018-04-09 12:38:55+00:00,0.154,0.647,CNN,0.199,-55
56,-0.25,2018-04-09 12:37:05+00:00,0.114,0.818,CNN,0.068,-56
57,0.0,2018-04-09 12:30:11+00:00,0.0,1.0,CNN,0.0,-57
58,0.0,2018-04-09 12:26:02+00:00,0.0,1.0,CNN,0.0,-58
59,0.0,2018-04-09 12:19:04+00:00,0.0,1.0,CNN,0.0,-59
60,-0.1226,2018-04-09 12:16:02+00:00,0.063,0.937,CNN,0.0,-60
61,0.0,2018-04-09 12:12:37+00:00,0.0,1.0,CNN,0.0,-61
62,-0.5106,2018-04-09 12:12:02+00:00,0.275,0.604,CNN,0.121,-62
63,0.0,2018-04-09 12:04:23+00:00,0.0,1.0,CNN,0.0,-63
64,0.0,2018-04-09 12:03:04+00:00,0.0,1.0,CNN,0.0,-64
65,-0.6597,2018-04-09 11:59:06+00:00,0.252,0.748,CNN,0.0,-65
66,0.0,2018-04-09 11:56:02+00:00,0.0,1.0,CNN,0.0,-66
67,0.5859,2018-04-09 11:51:07+00:00,0.0,0.759,CNN,0.241,-67
68,-0.3818,2018-04-09 11:44:06+00:00,0.178,0.822,CNN,0.0,-68
69,-0.5423,2018-04-09 11:39:27+00:00,0.231,0.769,CNN,0.0,-69
70,-0.6124,2018-04-09 11:38:04+00:00,0.417,0.583,CNN,0.0,-70
71,0.0,2018-04-09 11:31:05+00:00,0.0,1.0,CNN,0.0,-71
72,0.0,2018-04-09 11:30:06+00:00,0.0,1.0,CNN,0.0,-72
73,-0.6249,2018-04-09 11:26:30+00:00,0.186,0.814,CNN,0.0,-73
74,-0.1226,2018-04-09 11:26:19+00:00,0.066,0.934,CNN,0.0,-74
75,0.0,2018-04-09 11:26:05+00:00,0.0,1.0,CNN,0.0,-75
76,-0.6597,2018-04-09 11:20:03+00:00,0.318,0.568,CNN,0.114,-76
77,0.3182,2018-04-09 11:16:03+00:00,0.0,0.881,CNN,0.119,-77
78,0.0,2018-04-09 11:12:06+00:00,0.0,1.0,CNN,0.0,-78
79,-0.4588,2018-04-09 11:10:34+00:00,0.16,0.84,CNN,0.0,-79
80,0.0,2018-04-09 11:06:04+00:00,0.0,1.0,CNN,0.0,-80
81,-0.4019,2018-04-09 11:00:09+00:00,0.153,0.847,CNN,0.0,-81
82,-0.802,2018-04-09 10:58:02+00:00,0.444,0.556,CNN,0.0,-82
83,-0.3182,2018-04-09 10:52:06+00:00,0.246,0.628,CNN,0.126,-83
84,0.0,2018-04-09 10:50:07+00:00,0.0,1.0,CNN,0.0,-84
85,-0.4588,2018-04-09 10:46:04+00:00,0.25,0.75,CNN,0.0,-85
86,0.2263,2018-04-09 10:45:04+00:00,0.14,0.628,CNN,0.232,-86
87,-0.6249,2018-04-09 10:41:02+00:00,0.389,0.611,CNN,0.0,-87
88,0.0,2018-04-09 10:35:35+00:00,0.0,1.0,CNN,0.0,-88
89,0.0,2018-04-09 10:35:05+00:00,0.0,1.0,CNN,0.0,-89
90,0.0,2018-04-09 10:31:07+00:00,0.0,1.0,CNN,0.0,-90
91,-0.3182,2018-04-09 10:26:01+00:00,0.112,0.837,CNN,0.051,-91
92,0.0,2018-04-09 10:21:02+00:00,0.0,1.0,CNN,0.0,-92
93,-0.1655,2018-04-09 10:15:07+00:00,0.142,0.858,CNN,0.0,-93
94,-0.7096,2018-04-09 10:12:04+00:00,0.269,0.731,CNN,0.0,-94
95,0.3612,2018-04-09 10:06:04+00:00,0.0,0.828,CNN,0.172,-95
96,0.0,2018-04-09 09:59:03+00:00,0.0,1.0,CNN,0.0,-96
97,-0.1531,2018-04-09 09:57:23+00:00,0.071,0.929,CNN,0.0,-97
98,-0.5719,2018-04-09 09:52:58+00:00,0.236,0.764,CNN,0.0,-98
99,-0.25,2018-04-09 09:43:05+00:00,0.114,0.818,CNN,0.068,-99
0,0.3182,2018-04-09 06:18:01+00:00,0.0,0.753,fox,0.247,0
1,0.6705,2018-04-09 05:28:37+00:00,0.0,0.792,fox,0.208,-1
2,0.0952,2018-04-09 05:26:52+00:00,0.153,0.678,fox,0.169,-2
3,0.631,2018-04-09 04:52:52+00:00,0.0,0.795,fox,0.205,-3
4,0.0,2018-04-09 04:13:14+00:00,0.0,1.0,fox,0.0,-4
5,0.6705,2018-04-09 04:04:56+00:00,0.0,0.593,fox,0.407,-5
6,0.0,2018-04-09 04:02:08+00:00,0.0,1.0,fox,0.0,-6
7,0.0,2018-04-09 03:20:20+00:00,0.0,1.0,fox,0.0,-7
8,0.0,2018-04-09 03:19:53+00:00,0.0,1.0,fox,0.0,-8
9,0.4019,2018-04-09 03:13:12+00:00,0.0,0.876,fox,0.124,-9
10,0.0,2018-04-09 03:12:35+00:00,0.0,1.0,fox,0.0,-10
11,-0.296,2018-04-09 00:11:31+00:00,0.306,0.694,fox,0.0,-11
12,0.4588,2018-04-08 07:47:09+00:00,0.0,0.667,fox,0.333,-12
13,0.6369,2018-04-08 07:43:36+00:00,0.0,0.792,fox,0.208,-13
14,0.0,2018-04-08 03:48:10+00:00,0.0,1.0,fox,0.0,-14
15,-0.4927,2018-04-08 03:41:29+00:00,0.132,0.868,fox,0.0,-15
16,0.0,2018-04-08 01:59:40+00:00,0.0,1.0,fox,0.0,-16
17,0.8221,2018-04-08 01:15:33+00:00,0.0,0.116,fox,0.884,-17
18,-0.3612,2018-04-08 01:02:36+00:00,0.122,0.878,fox,0.0,-18
19,0.0,2018-04-08 00:59:51+00:00,0.0,1.0,fox,0.0,-19
20,-0.128,2018-04-08 00:59:39+00:00,0.092,0.837,fox,0.071,-20
21,0.0,2018-04-08 00:54:14+00:00,0.0,1.0,fox,0.0,-21
22,0.0,2018-04-08 00:50:34+00:00,0.0,1.0,fox,0.0,-22
23,0.0,2018-04-08 00:46:50+00:00,0.0,1.0,fox,0.0,-23
24,-0.25,2018-04-08 00:22:29+00:00,0.091,0.909,fox,0.0,-24
25,0.128,2018-04-07 21:39:39+00:00,0.133,0.681,fox,0.186,-25
26,-0.7972,2018-04-07 07:05:15+00:00,0.471,0.529,fox,0.0,-26
27,0.4939,2018-04-07 04:19:23+00:00,0.0,0.862,fox,0.138,-27
28,0.0,2018-04-06 21:20:24+00:00,0.0,1.0,fox,0.0,-28
29,0.7177,2018-04-06 09:47:15+00:00,0.0,0.572,fox,0.428,-29
30,0.0,2018-04-06 07:48:45+00:00,0.0,1.0,fox,0.0,-30
31,0.4576,2018-04-06 04:35:57+00:00,0.0,0.857,fox,0.143,-31
32,0.0,2018-04-06 04:33:31+00:00,0.151,0.735,fox,0.114,-32
33,0.5859,2018-04-06 04:32:32+00:00,0.0,0.789,fox,0.211,-33
34,-0.296,2018-04-06 02:44:29+00:00,0.084,0.916,fox,0.0,-34
35,0.5994,2018-04-06 01:28:52+00:00,0.0,0.731,fox,0.269,-35
36,0.2975,2018-04-06 00:13:56+00:00,0.074,0.795,fox,0.131,-36
37,0.5093,2018-04-06 00:12:26+00:00,0.0,0.708,fox,0.292,-37
38,0.5423,2018-04-05 07:56:22+00:00,0.0,0.791,fox,0.209,-38
39,0.6573,2018-04-05 06:31:30+00:00,0.0,0.804,fox,0.196,-39
40,0.4588,2018-04-05 06:19:36+00:00,0.0,0.571,fox,0.429,-40
41,0.6369,2018-04-05 06:18:01+00:00,0.0,0.743,fox,0.257,-41
42,0.0,2018-04-05 05:49:51+00:00,0.0,1.0,fox,0.0,-42
43,0.4926,2018-04-05 00:17:15+00:00,0.0,0.825,fox,0.175,-43
44,-0.3612,2018-04-04 22:26:57+00:00,0.106,0.894,fox,0.0,-44
45,-0.34,2018-04-04 22:22:33+00:00,0.112,0.888,fox,0.0,-45
46,0.5707,2018-04-04 10:49:47+00:00,0.0,0.822,fox,0.178,-46
47,0.2144,2018-04-04 10:44:43+00:00,0.0,0.764,fox,0.236,-47
48,0.7096,2018-04-04 07:33:49+00:00,0.0,0.704,fox,0.296,-48
49,0.7959,2018-04-03 22:55:45+00:00,0.0,0.426,fox,0.574,-49
50,0.0,2018-04-03 22:38:17+00:00,0.0,1.0,fox,0.0,-50
51,0.0,2018-04-03 00:37:10+00:00,0.0,1.0,fox,0.0,-51
52,0.4019,2018-03-31 22:25:16+00:00,0.0,0.895,fox,0.105,-52
53,0.0,2018-03-31 03:40:35+00:00,0.0,1.0,fox,0.0,-53
54,0.3612,2018-03-30 23:19:30+00:00,0.0,0.828,fox,0.172,-54
55,0.4588,2018-03-30 05:44:06+00:00,0.0,0.812,fox,0.188,-55
56,-0.4767,2018-03-30 02:33:57+00:00,0.14,0.86,fox,0.0,-56
57,0.4404,2018-03-29 22:58:07+00:00,0.0,0.828,fox,0.172,-57
58,0.0,2018-03-29 22:53:52+00:00,0.0,1.0,fox,0.0,-58
59,0.2732,2018-03-29 22:48:43+00:00,0.0,0.896,fox,0.104,-59
60,0.0,2018-03-29 08:14:48+00:00,0.0,1.0,fox,0.0,-60
61,0.4753,2018-03-29 05:36:01+00:00,0.145,0.661,fox,0.194,-61
62,0.0,2018-03-29 05:14:15+00:00,0.0,1.0,fox,0.0,-62
63,0.0,2018-03-29 05:01:57+00:00,0.0,1.0,fox,0.0,-63
64,0.4926,2018-03-29 05:00:16+00:00,0.083,0.715,fox,0.203,-64
65,0.0,2018-03-29 04:47:52+00:00,0.0,1.0,fox,0.0,-65
66,0.34,2018-03-29 03:15:10+00:00,0.0,0.876,fox,0.124,-66
67,0.6606,2018-03-29 03:12:44+00:00,0.0,0.747,fox,0.253,-67
68,0.5859,2018-03-28 21:24:26+00:00,0.0,0.789,fox,0.211,-68
69,0.7345,2018-03-28 09:34:35+00:00,0.0,0.708,fox,0.292,-69
70,0.8225,2018-03-28 06:25:50+00:00,0.0,0.602,fox,0.398,-70
71,0.4404,2018-03-28 06:02:55+00:00,0.0,0.879,fox,0.121,-71
72,0.0,2018-03-28 05:37:09+00:00,0.0,1.0,fox,0.0,-72
73,-0.7722,2018-03-28 01:59:26+00:00,0.271,0.729,fox,0.0,-73
74,0.4199,2018-03-28 01:44:18+00:00,0.0,0.417,fox,0.583,-74
75,0.0,2018-03-28 01:15:30+00:00,0.0,1.0,fox,0.0,-75
76,0.0772,2018-03-28 00:36:44+00:00,0.0,0.929,fox,0.071,-76
77,0.0,2018-03-28 00:17:46+00:00,0.0,1.0,fox,0.0,-77
78,0.4199,2018-03-27 23:50:53+00:00,0.0,0.417,fox,0.583,-78
79,0.743,2018-03-27 23:41:20+00:00,0.0,0.656,fox,0.344,-79
80,0.0,2018-03-27 21:59:30+00:00,0.0,1.0,fox,0.0,-80
81,0.4939,2018-03-27 09:00:45+00:00,0.0,0.714,fox,0.286,-81
82,-0.872,2018-03-27 02:09:57+00:00,0.664,0.336,fox,0.0,-82
83,0.623,2018-03-27 01:25:24+00:00,0.0,0.77,fox,0.23,-83
84,0.0,2018-03-27 00:54:50+00:00,0.0,1.0,fox,0.0,-84
85,0.0,2018-03-26 23:23:04+00:00,0.0,1.0,fox,0.0,-85
86,0.8313,2018-03-26 23:22:32+00:00,0.0,0.339,fox,0.661,-86
87,0.8176,2018-03-26 22:37:19+00:00,0.0,0.754,fox,0.246,-87
88,-0.5574,2018-03-26 22:25:49+00:00,0.167,0.833,fox,0.0,-88
89,0.2023,2018-03-26 07:00:10+00:00,0.0,0.917,fox,0.083,-89
90,0.0,2018-03-26 06:58:15+00:00,0.0,1.0,fox,0.0,-90
91,0.1179,2018-03-26 03:56:41+00:00,0.123,0.722,fox,0.156,-91
92,0.2732,2018-03-26 03:44:31+00:00,0.0,0.741,fox,0.259,-92
93,0.0,2018-03-26 02:47:03+00:00,0.0,1.0,fox,0.0,-93
94,0.4588,2018-03-26 02:42:53+00:00,0.0,0.667,fox,0.333,-94
95,0.0,2018-03-26 00:26:16+00:00,0.0,1.0,fox,0.0,-95
96,0.6588,2018-03-26 00:07:12+00:00,0.0,0.804,fox,0.196,-96
97,0.8873,2018-03-26 00:05:56+00:00,0.0,0.619,fox,0.381,-97
98,-0.296,2018-03-25 23:28:32+00:00,0.115,0.885,fox,0.0,-98
99,0.7351,2018-03-25 20:48:09+00:00,0.0,0.721,fox,0.279,-99
0,0.0258,2018-04-09 20:20:05+00:00,0.0,0.939,nytimes,0.061,0
1,0.0,2018-04-09 20:10:06+00:00,0.0,1.0,nytimes,0.0,-1
2,-0.3818,2018-04-09 20:06:34+00:00,0.184,0.746,nytimes,0.07,-2
3,0.0,2018-04-09 20:04:49+00:00,0.0,1.0,nytimes,0.0,-3
4,0.0,2018-04-09 20:02:36+00:00,0.0,1.0,nytimes,0.0,-4
5,0.0,2018-04-09 20:00:09+00:00,0.0,1.0,nytimes,0.0,-5
6,-0.5574,2018-04-09 19:50:06+00:00,0.184,0.816,nytimes,0.0,-6
7,0.3612,2018-04-09 19:40:03+00:00,0.0,0.889,nytimes,0.111,-7
8,0.0,2018-04-09 19:30:05+00:00,0.0,1.0,nytimes,0.0,-8
9,-0.296,2018-04-09 19:20:06+00:00,0.104,0.896,nytimes,0.0,-9
10,-0.6486,2018-04-09 19:10:06+00:00,0.202,0.798,nytimes,0.0,-10
11,0.8126,2018-04-09 19:00:07+00:00,0.0,0.72,nytimes,0.28,-11
12,0.0,2018-04-09 18:50:05+00:00,0.0,1.0,nytimes,0.0,-12
13,-0.3716,2018-04-09 18:40:03+00:00,0.201,0.679,nytimes,0.12,-13
14,-0.4404,2018-04-09 18:30:11+00:00,0.116,0.884,nytimes,0.0,-14
15,-0.3182,2018-04-09 18:20:03+00:00,0.113,0.887,nytimes,0.0,-15
16,-0.4019,2018-04-09 18:06:33+00:00,0.114,0.886,nytimes,0.0,-16
17,0.0,2018-04-09 18:00:21+00:00,0.0,1.0,nytimes,0.0,-17
18,0.4019,2018-04-09 17:50:03+00:00,0.0,0.881,nytimes,0.119,-18
19,0.0,2018-04-09 17:40:10+00:00,0.0,1.0,nytimes,0.0,-19
20,-0.1027,2018-04-09 17:30:09+00:00,0.154,0.75,nytimes,0.096,-20
21,0.2621,2018-04-09 17:20:09+00:00,0.0,0.886,nytimes,0.114,-21
22,-0.296,2018-04-09 17:10:06+00:00,0.091,0.909,nytimes,0.0,-22
23,0.0,2018-04-09 17:00:21+00:00,0.0,1.0,nytimes,0.0,-23
24,0.4927,2018-04-09 16:50:07+00:00,0.0,0.803,nytimes,0.197,-24
25,-0.5574,2018-04-09 16:45:06+00:00,0.173,0.827,nytimes,0.0,-25
26,0.3182,2018-04-09 16:40:06+00:00,0.0,0.901,nytimes,0.099,-26
27,0.25,2018-04-09 16:30:05+00:00,0.094,0.769,nytimes,0.137,-27
28,0.0,2018-04-09 16:20:07+00:00,0.0,1.0,nytimes,0.0,-28
29,0.0,2018-04-09 16:10:05+00:00,0.0,1.0,nytimes,0.0,-29
30,0.0,2018-04-09 16:06:45+00:00,0.0,1.0,nytimes,0.0,-30
31,0.3612,2018-04-09 16:00:07+00:00,0.0,0.878,nytimes,0.122,-31
32,0.0,2018-04-09 15:50:05+00:00,0.0,1.0,nytimes,0.0,-32
33,-0.6705,2018-04-09 15:40:08+00:00,0.243,0.757,nytimes,0.0,-33
34,0.8326,2018-04-09 15:30:09+00:00,0.056,0.617,nytimes,0.328,-34
35,-0.2263,2018-04-09 15:20:10+00:00,0.101,0.899,nytimes,0.0,-35
36,0.1027,2018-04-09 15:10:05+00:00,0.073,0.833,nytimes,0.094,-36
37,0.6705,2018-04-09 15:00:21+00:00,0.0,0.683,nytimes,0.317,-37
38,0.1027,2018-04-09 14:50:03+00:00,0.086,0.811,nytimes,0.104,-38
39,0.5598,2018-04-09 14:40:08+00:00,0.0,0.833,nytimes,0.167,-39
40,-0.296,2018-04-09 14:32:06+00:00,0.128,0.872,nytimes,0.0,-40
41,0.0,2018-04-09 14:25:04+00:00,0.0,1.0,nytimes,0.0,-41
42,-0.34,2018-04-09 14:14:06+00:00,0.149,0.766,nytimes,0.086,-42
43,-0.875,2018-04-09 14:00:05+00:00,0.44,0.56,nytimes,0.0,-43
44,0.6908,2018-04-09 13:45:05+00:00,0.0,0.678,nytimes,0.322,-44
45,0.0,2018-04-09 13:30:07+00:00,0.0,1.0,nytimes,0.0,-45
46,0.0,2018-04-09 13:20:05+00:00,0.0,1.0,nytimes,0.0,-46
47,-0.4404,2018-04-09 13:11:10+00:00,0.206,0.687,nytimes,0.107,-47
48,0.0,2018-04-09 13:00:27+00:00,0.0,1.0,nytimes,0.0,-48
49,0.0,2018-04-09 12:44:06+00:00,0.0,1.0,nytimes,0.0,-49
50,-0.1027,2018-04-09 12:30:04+00:00,0.062,0.938,nytimes,0.0,-50
51,-0.7717,2018-04-09 12:14:03+00:00,0.295,0.705,nytimes,0.0,-51
52,0.0258,2018-04-09 11:45:04+00:00,0.139,0.717,nytimes,0.143,-52
53,-0.6124,2018-04-09 11:30:06+00:00,0.257,0.672,nytimes,0.071,-53
54,-0.3818,2018-04-09 11:14:03+00:00,0.223,0.625,nytimes,0.152,-54
55,0.0516,2018-04-09 11:00:13+00:00,0.09,0.81,nytimes,0.1,-55
56,-0.1531,2018-04-09 10:44:06+00:00,0.074,0.926,nytimes,0.0,-56
57,0.4588,2018-04-09 10:31:06+00:00,0.0,0.84,nytimes,0.16,-57
58,-0.7717,2018-04-09 10:17:02+00:00,0.325,0.675,nytimes,0.0,-58
59,0.0,2018-04-09 10:07:07+00:00,0.0,1.0,nytimes,0.0,-59
60,0.2732,2018-04-09 10:00:19+00:00,0.0,0.9,nytimes,0.1,-60
61,-0.6597,2018-04-09 09:44:01+00:00,0.252,0.748,nytimes,0.0,-61
62,-0.7003,2018-04-09 09:29:01+00:00,0.266,0.734,nytimes,0.0,-62
63,0.5267,2018-04-09 09:16:04+00:00,0.0,0.815,nytimes,0.185,-63
64,0.2776,2018-04-09 08:59:04+00:00,0.064,0.823,nytimes,0.113,-64
65,0.4215,2018-04-09 08:46:02+00:00,0.0,0.872,nytimes,0.128,-65
66,0.0258,2018-04-09 08:31:05+00:00,0.0,0.939,nytimes,0.061,-66
67,-0.34,2018-04-09 08:16:06+00:00,0.149,0.766,nytimes,0.086,-67
68,0.4215,2018-04-09 07:59:03+00:00,0.0,0.859,nytimes,0.141,-68
69,0.0,2018-04-09 07:44:04+00:00,0.0,1.0,nytimes,0.0,-69
70,-0.25,2018-04-09 07:30:15+00:00,0.182,0.818,nytimes,0.0,-70
71,0.2732,2018-04-09 07:21:00+00:00,0.0,0.9,nytimes,0.1,-71
72,-0.5859,2018-04-09 07:04:56+00:00,0.286,0.714,nytimes,0.0,-72
73,0.2732,2018-04-09 06:48:38+00:00,0.0,0.826,nytimes,0.174,-73
74,0.0,2018-04-09 06:32:05+00:00,0.0,1.0,nytimes,0.0,-74
75,0.6124,2018-04-09 06:09:41+00:00,0.0,0.792,nytimes,0.208,-75
76,-0.5574,2018-04-09 05:51:57+00:00,0.315,0.55,nytimes,0.135,-76
77,0.3612,2018-04-09 05:41:01+00:00,0.117,0.675,nytimes,0.209,-77
78,0.5994,2018-04-09 05:38:46+00:00,0.0,0.754,nytimes,0.246,-78
79,0.2732,2018-04-09 05:22:17+00:00,0.0,0.826,nytimes,0.174,-79
80,-0.1027,2018-04-09 05:04:14+00:00,0.188,0.68,nytimes,0.132,-80
81,0.0258,2018-04-09 04:46:38+00:00,0.0,0.939,nytimes,0.061,-81
82,-0.2263,2018-04-09 04:29:11+00:00,0.113,0.821,nytimes,0.067,-82
83,-0.1531,2018-04-09 04:12:01+00:00,0.074,0.926,nytimes,0.0,-83
84,0.0,2018-04-09 03:52:37+00:00,0.0,1.0,nytimes,0.0,-84
85,0.0,2018-04-09 03:48:06+00:00,0.0,1.0,nytimes,0.0,-85
86,0.3254,2018-04-09 03:30:11+00:00,0.0,0.896,nytimes,0.104,-86
87,-0.4404,2018-04-09 03:22:03+00:00,0.26,0.606,nytimes,0.134,-87
88,0.4019,2018-04-09 03:09:28+00:00,0.0,0.748,nytimes,0.252,-88
89,0.6124,2018-04-09 03:02:57+00:00,0.0,0.792,nytimes,0.208,-89
90,-0.6908,2018-04-09 02:45:12+00:00,0.207,0.793,nytimes,0.0,-90
91,0.0,2018-04-09 02:26:53+00:00,0.0,1.0,nytimes,0.0,-91
92,0.2776,2018-04-09 02:07:29+00:00,0.064,0.823,nytimes,0.113,-92
93,0.4215,2018-04-09 01:51:57+00:00,0.0,0.797,nytimes,0.203,-93
94,-0.1027,2018-04-09 01:39:49+00:00,0.188,0.68,nytimes,0.132,-94
95,0.0258,2018-04-09 01:20:33+00:00,0.0,0.939,nytimes,0.061,-95
96,0.34,2018-04-09 01:03:51+00:00,0.0,0.821,nytimes,0.179,-96
97,0.7351,2018-04-09 00:57:20+00:00,0.0,0.725,nytimes,0.275,-97
98,-0.6124,2018-04-09 00:43:09+00:00,0.267,0.733,nytimes,0.0,-98
99,0.4215,2018-04-09 00:40:49+00:00,0.0,0.865,nytimes,0.135,-99
